from_key,966,957,956,955,954,952,950,947,946,948,944,943,940,937,935,931,930,927,926,924,920,921,917,916,914,912,897,895,893,890,885,880,877,871,867,868,865,864,862,861,860,858,856,855,854,853,851,848,845,844,843,842,839,836,835,833,829,827,826,825,823,821,817,819,818,814,811,810,805,804,801,799,800,798,797,794,793,792,791,790,787,717,687,155,202,187,104,103,101,96,98,97,95,94,93,90,89,88,87,84,86,83,82,81,80,78,77,76,74,73,72,71,69,70,68,67,66,65,64,63,62,60,59,58,57,56,54,52
CryptoCrew Vali...,1,1,3,2,2,3,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,1,N/A,N/A,1,1,1,1,1,2,2,2,1,2,3,1,2,2,3,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,3,3,1,1,1,3,1,3,1,3,3,1,3,3,1,1,1,N/A,3,1,3,3,3,1,N/A,1,4,3,N/A,3,1,1,N/A,N/A,1,1,1,N/A,2,1,N/A,N/A,1,N/A,N/A
stake.systems,1,1,1,1,1,2,1,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,2,2,N/A,N/A,N/A,1,N/A,3,3,1,1,1,1,1,1,3,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1,3,1,1,1,1,1,3,1,3,2,4,1,1,2,4,2,1,3,1,1,1,1,1,1,3,1,1,1,1,N/A,1,1,2
a41,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N/A,N/A,1,N/A,1,1,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,1,1,1,3,1,3,1,3,1,1,3,3,1,1,1,3,3,3,3,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cosmostation,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,1,1,1,1,3,1,1,1,2,1,2,3,1,1,2,1,3,1,1,1,1,3,2,1,1,1,3,3,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,2,1,1,1,3,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,2,3,4,3,3,2,1,3,1,3,1,1,3,1,1,1,1,1,1,2,1,2,1,1,N/A,1,N/A,N/A
nylira.net,1,N/A,N/A,N/A,N/A,N/A,N/A,1,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,N/A,N/A,N/A,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,3,1,3,1,1,1,1,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,2,1,3,1,N/A,1,1,2,1,1,1,1,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3
Kiln,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,N/A,N/A,1,1,1,1,1,1,2,1,1,2,3,1,2,4,1,1,2,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,2,1,4,1,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stakely.io,1,1,3,1,2,2,1,2,3,1,1,2,1,1,1,1,1,2,1,1,1,2,1,3,1,1,1,2,3,1,1,1,1,1,1,3,2,1,1,3,1,2,3,1,1,2,2,2,1,1,1,1,N/A,3,1,1,1,3,1,1,1,1,1,1,3,1,N/A,1,1,1,1,2,2,1,N/A,2,2,1,3,1,2,1,1,2,2,1,2,1,2,1,2,1,1,1,1,N/A,3,1,1,1,4,3,1,3,3,3,1,3,1,4,1,1,3,1,1,1,1,1,1,1,1,2,1,1,N/A,N/A,N/A,N/A
kjnodes.com,1,N/A,N/A,1,1,2,1,1,2,1,N/A,N/A,1,1,1,1,1,N/A,1,1,2,2,N/A,N/A,N/A,4,1,N/A,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ztake.org,1,1,3,N/A,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,2,3,1,1,1,1,1,1,3,1,1,1,3,1,2,4,1,1,3,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,N/A,N/A,1,1,1,2,1,1,1,1,1,3,1,1,N/A,3,N/A,N/A,1,1,1,4,N/A,1,1,3,1,3,3,1,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,1,N/A,N/A,1,N/A,N/A
CEX.IO Validator,1,1,2,1,2,2,1,1,3,1,1,1,1,1,1,2,1,N/A,N/A,1,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,3,1,N/A,N/A,N/A,1,1,3,1,3,1,1,1,N/A,N/A,N/A,N/A,N/A,1,1,N/A,1,1,1,1,N/A,3,1,1,N/A,N/A,1,N/A,3,1,1,1,3,3,3,1,1,1,2,3,1,3,3,3,1,1,1,2,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BlueStake,1,1,3,1,1,4,1,1,1,N/A,1,1,1,1,1,4,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,2,1,N/A,N/A,N/A,N/A,N/A
Vitwit (Previously...),1,2,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,N/A,2,1,N/A,1,N/A,1,N/A,N/A,1,1,1,1,1,N/A,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,N/A,1,1,1,1,1,1,3,1,3,2,1,1,1,1,2,1,3,1,1,1,3,1,1,2,1,3,2,1,2,2,2,N/A,3,1,1,1,1,3,3,3,3,1,4,3,2,1,3,3,1,1,1,4,1,1,2,1,1,1,3,1,1,1,1,1,1,1,N/A,1,1,N/A
Blocks United,1,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,N/A,1,1,1,N/A,N/A,1,N/A,1,1,1,1,N/A,1,1,N/A,1,N/A,1,1,1,1,N/A,1,1,1,3,1,1,N/A,1,1,1,1,1,1,1,N/A,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,N/A,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,N/A,N/A,N/A,N/A,N/A,1,1,N/A,3,1,1,N/A,N/A,3,1,3,3,3,1,N/A,1,3,3,1,1,3,1,1,1,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Everstake,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,3,N/A,1,1,1,1,1,3,1,1,1,3,1,1,3,1,1,1,1,2,1,1,2,1,1,2,1,1,1,3,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,3,3,1,3,3,3,1,3,4,4,1,N/A,N/A,1,1,N/A,N/A,1,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A
Simply Staking,1,1,3,1,2,1,N/A,1,3,1,1,1,1,1,N/A,1,1,2,1,N/A,N/A,2,1,3,1,1,1,1,3,N/A,1,1,1,1,N/A,3,1,1,1,3,1,1,3,1,4,1,1,2,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,2,1,1,1,4,1,N/A,1,1,3,3,1,1,1,3,1,3,1,1,1,1,3,3,1,1,1,3,3,1,3,3,3,1,1,1,4,1,1,3,N/A,1,1,1,1,1,1,1,N/A,1,1,N/A,1,1,3
PRO Delegators,1,1,1,1,2,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,N/A,N/A,4,1,1,1,1,1,1,3,2,1,1,3,1,3,3,1,1,3,1,2,1,1,1,1,2,3,1,1,1,3,1,1,1,1,1,1,3,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
biglazycat.com,1,1,3,1,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
decentralizehk,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,N/A,N/A,1,1,1,1,1,1,1,N/A,N/A,N/A,1,1,1,1,1,1,3,1,N/A,1,3,1,3,3,1,1,3,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,2,1,1,1,1,1,3,1,2,1,1,3,2,1,3,1,2,1,3,1,1,1,1,N/A,3,1,3,1,1,2,4,3,2,1,1,2,1,3,N/A,N/A,3,1,1,1,1,1,1,1,1,1,1,1,1,1,N/A,N/A
Vortex.live,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,2,N/A,N/A,N/A,1,1,1,N/A,1,1,1,1,1,1,2,1,2,3,1,1,2,2,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,3,1,3,1,1,1,1,1,2,1,1,N/A,N/A,N/A,N/A,N/A,2,2,1,N/A,N/A,1,2,1,2,1,3,1,1,N/A,N/A,N/A,2,1,1,1,2,3,1,3,3,N/A,1,1,1,4,1,1,1,1,1,1,N/A,N/A,N/A,2,1,1,1,1,N/A,1,1,3
Stake&Relax,1,1,3,1,1,3,1,1,3,1,N/A,N/A,1,N/A,N/A,2,3,1,1,1,2,2,1,3,N/A,1,N/A,N/A,N/A,1,1,1,1,1,1,2,1,1,1,3,1,1,4,1,1,1,2,1,1,1,1,1,3,1,1,1,1,N/A,1,1,1,1,1,1,3,1,3,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Meria,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,N/A,N/A,1,1,1,2,3,1,N/A,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,3,3,3,1,2,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ubik Capital,1,2,3,2,1,1,1,1,3,N/A,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,N/A,1,N/A,3,1,2,4,2,2,2,3,2,2,1,1,1,2,2,2,1,3,1,2,2,2,2,3,1,1,2,2,2,3,2,2,2,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,2,1,3,1,2,2,1,3,3,2,3,1,2,2,3,2,2,2,2,2,2,2,1,2,4,3,3,2,2,2,1,2,2,2,N/A,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N/A
CroutonDigital,1,4,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,1,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
blockscape,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,1,3,3,1,3,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,3,1,1,1,N/A,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,N/A,1,2,1,1,1,1,1,2,2,3,1,2,2,2,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,2,1,N/A,N/A,N/A,1,1
Amplifier,1,1,3,1,1,1,1,1,1,1,1,1,N/A,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,4,1,1,1,1,N/A,N/A,N/A,4,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Citadel.one,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,N/A,1,1,1,1,1,1,3,2,N/A,N/A,2,1,1,3,1,1,2,1,3,1,1,1,2,2,2,N/A,1,1,1,1,1,1,1,N/A,2,2,3,2,1,1,1,1,1,2,1,2,1,N/A,1,3,1,2,3,1,3,1,1,N/A,N/A,2,1,2,1,2,1,N/A,3,1,1,1,1,N/A,3,1,4,3,N/A,1,3,N/A,4,3,1,3,1,1,1,1,1,1,2,1,1,1,1,N/A,1,1,1
Kahuna,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,N/A,1,1,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Keplr,1,1,3,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,N/A,N/A,N/A,1,1,1,1,1,1,3,1,1,1,3,1,1,4,1,1,N/A,N/A,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,1,1,1,3,1,3,1,1,3,3,N/A,N/A,1,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,1,1,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Binary Builders,1,1,N/A,N/A,1,N/A,1,1,2,1,1,1,1,1,1,N/A,1,N/A,N/A,1,2,2,1,3,N/A,1,1,1,3,N/A,1,1,1,1,1,2,1,1,N/A,N/A,1,1,3,N/A,1,3,1,1,1,1,1,N/A,1,1,1,1,1,3,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,N/A,2,1,3,1,2,1,N/A,2,3,1,2,1,2,1,3,1,2,3,N/A,3,N/A,1,1,N/A,N/A,3,1,3,3,3,1,3,1,N/A,1,1,1,1,1,1,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Forbole,1,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,2,2,N/A,N/A,1,2,1,3,3,1,N/A,1,1,1,1,3,1,1,1,3,1,1,3,2,1,N/A,1,3,1,1,1,1,N/A,N/A,1,1,1,3,1,1,1,1,N/A,N/A,N/A,N/A,3,1,1,1,1,1,1,1,1,1,2,1,3,1,N/A,2,2,2,3,1,2,1,2,1,3,1,1,1,1,2,2,1,1,1,3,2,2,2,3,N/A,N/A,3,1,2,N/A,1,3,1,1,1,1,1,1,2,1,N/A,1,N/A,N/A,1,1,N/A
Umbrella,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,3,3,2,1,1,1,N/A,2,N/A,N/A,N/A,N/A,1,1,1,3,N/A,N/A,N/A,N/A,3,1,1,1,1,3,1,1,1,1,2,3,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,1,1,1,1,1,2,1,2,1,1,1,1,N/A,2,1,3,1,N/A,2,2,3,1,2,1,1,1,2,N/A,1,4,1,1,1,1,1,1,1,N/A,N/A,1,1,N/A,N/A,N/A,2
Frens,1,1,2,1,2,4,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,3,1,1,1,1,1,3,1,2,N/A,1,3,2,1,1,1,2,3,1,3,3,2,1,3,N/A,3,1,1,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KalpaTech,1,1,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,1,2,2,N/A,N/A,N/A,N/A,1,3,3,1,N/A,N/A,1,1,N/A,N/A,2,1,1,1,1,1,3,1,1,1,N/A,3,N/A,N/A,N/A,1,3,1,1,2,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,1,2,1,N/A,1,2,1,3,1,N/A,N/A,N/A,1,1,1,1,1,2,N/A,N/A,N/A,2,N/A,N/A,N/A,1,1,1,1,N/A,3,4,3,N/A,N/A,1,N/A,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,N/A,1,1,3
node101,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,N/A,1,1,3,1,1,3,1,1,3,1,1,2,2,2,2,2,2,1,1,1,2,3,1,N/A,1,2,2,2,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Silk Nodes,1,1,2,1,3,2,1,3,2,1,1,1,1,1,1,1,3,N/A,N/A,1,2,2,1,3,N/A,1,1,1,N/A,1,1,1,1,1,1,3,1,1,1,2,1,3,3,1,1,3,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,1,1,3,1,3,1,N/A,1,1,3,3,1,1,1,2,3,1,3,3,4,1,3,1,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Swiss Staking,1,1,3,1,1,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,N/A,3,N/A,1,1,1,1,1,1,3,1,1,1,3,N/A,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,3,3,1,1,1,3,1,3,1,1,1,1,3,2,1,1,1,2,3,1,3,2,3,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,N/A,N/A,N/A,N/A,1,N/A
